File: Traces/Traces/Spec_Benchmark/008.espresso.din assoc: 2
Time: 1.23731000
Energy: 3.311377590000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,139816,3942,80669,1555,0,73.434000,661.747500000
L1i,779515,12708,0,0,0,396.111500,984.425000000
L2,779515,12708,0,0,0,396.111500,984.425000000
DRAM,2503,0,70,0,0,113.886500,1.398481455000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 2
Time: 1.107329500
Energy: 3.917742230000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.591250000
L1i,737181,481,0,0,0,368.831000,922.495750000
L2,737181,481,0,0,0,368.831000,922.495750000
DRAM,2926,0,69,0,0,133.133000,1.420297425000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 4
Time: 1.106829500
Energy: 3.914495350000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,21,0,0,132.678000,1.418040595000
File: Traces/Traces/Spec_Benchmark/089.su2cor.din assoc: 8
Time: 1.106829500
Energy: 3.914484555000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,146120,537,116699,2598,0,75.926500,629.341250000
L1i,737181,481,0,0,0,368.831000,922.245750000
L2,737181,481,0,0,0,368.831000,922.245750000
DRAM,2916,0,4,0,0,132.678000,1.418029800000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 2
Time: 1.348079000
Energy: 5.329412365000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,765.918500000
L1i,748688,887,0,0,0,374.787500,1.48827000000
L2,748688,887,0,0,0,374.787500,1.48827000000
DRAM,6474,0,1812,0,0,294.567000,2.261992810000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 4
Time: 1.337988000
Energy: 5.264352310000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,760.873000000
L1i,748688,887,0,0,0,374.787500,1.43781500000
L2,748688,887,0,0,0,374.787500,1.43781500000
DRAM,6272,0,1607,0,0,285.376000,2.216897565000
File: Traces/Traces/Spec_Benchmark/090.hydro2d.din assoc: 8
Time: 1.338574500
Energy: 5.268168940000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,166637,6749,84675,5186,0,91.879000,761.166250000
L1i,748688,887,0,0,0,374.787500,1.44074750000
L2,748688,887,0,0,0,374.787500,1.44074750000
DRAM,6284,0,1637,0,0,285.922000,2.219577435000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 8
Time: 1.126969000
Energy: 3.993335095000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,0,0,0,135.180500,1.444183785000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 2
Time: 1.126969000
Energy: 3.993469080000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,211,0,0,135.180500,1.444317770000
File: Traces/Traces/Spec_Benchmark/093.nasa7.din assoc: 4
Time: 1.126969000
Energy: 3.993380180000
Cache, RHits, RMiss, WHits, WMiss, Dirty_Evicts, Time_Active, Energy_Used
L1d,117716,104,79313,2771,0,61.681000,625.165500000
L1i,802971,463,0,0,0,401.717000,965.201500000
L2,802971,463,0,0,0,401.717000,965.201500000
DRAM,2971,0,71,0,0,135.180500,1.444228870000
